Configuration,Total_Area,Read_L,Write_L,Read_BW,Write_BW,RDE,WDE,Leakage_Power
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteLatency/SRAM/32KB/32KB.out,92322.613um^2,149.069ps,114.034ps,373.830GB/s,280.426GB/s,14.168pJ,13.387pJ,9.155uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteLatency/SRAM/64KB/64KB.out,188242.493um^2,190.658ps,146.302ps,290.879GB/s,206.344GB/s,18.831pJ,17.275pJ,15.596uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteLatency/SRAM/128KB/128KB.out,260712.831um^2,265.326ps,196.902ps,191.038GB/s,151.326GB/s,21.742pJ,20.770pJ,29.494uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteLatency/SRAM/256KB/256KB.out,292069.853um^2,379.057ps,281.530ps,157.099GB/s,142.143GB/s,25.165pJ,23.906pJ,31.914uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteLatency/SRAM/512KB/512KB.out,638282.226um^2,545.414ps,397.959ps,149.225GB/s,98.107GB/s,36.045pJ,33.397pJ,74.722uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteLatency/SRAM/1024KB/1024KB.out,892661.510um^2,753.943ps,544.287ps,80.837GB/s,70.941GB/s,43.117pJ,38.944pJ,121.209uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteLatency/SRAM/2048KB/2048KB.out,1.593mm^2,1.154ns,770.041ps,74.786GB/s,59.551GB/s,62.400pJ,54.081pJ,229.041uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteLatency/SRAM/4096KB/4096KB.out,3.010mm^2,1.855ns,1.141ns,48.276GB/s,52.669GB/s,85.759pJ,73.098pJ,427.646uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteLatency/RRAM/16KB/16KB.out,141825.153um^2,1.738ns,20.173ns,10.178GB/s,797.131MB/s,37.159pJ,93.304pJ,310.675uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteLatency/RRAM/32KB/32KB.out,74151.958um^2,1.751ns,20.213ns,10.018GB/s,796.364MB/s,33.783pJ,90.273pJ,155.918uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteLatency/RRAM/64KB/64KB.out,148303.916um^2,1.788ns,20.232ns,10.018GB/s,796.364MB/s,38.418pJ,94.908pJ,311.836uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteLatency/RRAM/128KB/128KB.out,295233.628um^2,1.873ns,20.290ns,10.081GB/s,795.388MB/s,45.815pJ,102.765pJ,312.894uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteLatency/RRAM/256KB/256KB.out,309682.623um^2,1.893ns,20.343ns,9.756GB/s,793.573MB/s,47.959pJ,105.829pJ,322.100uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteLatency/RRAM/512KB/512KB.out,334461.338um^2,1.912ns,20.411ns,9.220GB/s,791.100MB/s,50.504pJ,110.220pJ,328.900uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteLatency/RRAM/1024KB/1024KB.out,472532.415um^2,2.144ns,20.475ns,9.373GB/s,791.049MB/s,52.466pJ,109.041pJ,668.983uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteLatency/RRAM/2048KB/2048KB.out,678394.723um^2,2.466ns,20.546ns,8.943GB/s,791.136MB/s,62.988pJ,115.928pJ,1.398mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteLatency/RRAM/4096KB/4096KB.out,759598.369um^2,2.514ns,20.627ns,8.624GB/s,788.549MB/s,66.526pJ,120.385pJ,1.457mW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteLatency/PCRAM/16KB/16KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteLatency/PCRAM/32KB/32KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteLatency/PCRAM/64KB/64KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteLatency/PCRAM/128KB/128KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteLatency/PCRAM/256KB/256KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteLatency/PCRAM/512KB/512KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteLatency/PCRAM/1024KB/1024KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteLatency/PCRAM/2048KB/2048KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteLatency/PCRAM/4096KB/4096KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadDynamicEnergy/STTRAM/16KB/16KB.out,11093.172um^2,1.865ns,10.400ns,6.607GB/s,1.570GB/s,30.881pJ,131.272pJ,19.892uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadDynamicEnergy/STTRAM/32KB/32KB.out,16656.354um^2,2.014ns,10.623ns,4.475GB/s,1.539GB/s,30.955pJ,134.203pJ,20.557uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadDynamicEnergy/STTRAM/64KB/64KB.out,24360.965um^2,2.053ns,10.649ns,4.472GB/s,1.534GB/s,31.329pJ,134.404pJ,21.298uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadDynamicEnergy/STTRAM/128KB/128KB.out,43607.861um^2,2.537ns,11.454ns,2.490GB/s,1.428GB/s,31.745pJ,140.268pJ,23.374uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadDynamicEnergy/STTRAM/256KB/256KB.out,75636.693um^2,2.647ns,11.535ns,2.488GB/s,1.419GB/s,32.808pJ,140.631pJ,24.711uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadDynamicEnergy/STTRAM/512KB/512KB.out,132075.625um^2,3.022ns,11.840ns,2.485GB/s,1.382GB/s,34.921pJ,141.344pJ,24.755uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadDynamicEnergy/STTRAM/1024KB/1024KB.out,245580.037um^2,4.388ns,12.841ns,2.478GB/s,1.275GB/s,39.057pJ,142.704pJ,24.830uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadDynamicEnergy/STTRAM/2048KB/2048KB.out,472061.674um^2,9.118ns,17.401ns,4.387GB/s,936.491MB/s,44.811pJ,142.964pJ,44.508uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadDynamicEnergy/STTRAM/4096KB/4096KB.out,944123.348um^2,9.204ns,17.444ns,4.387GB/s,936.491MB/s,51.656pJ,149.808pJ,89.017uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadDynamicEnergy/SRAM/16KB/16KB.out,12776.990um^2,435.693ps,435.094ps,103.626GB/s,51.864GB/s,2.382pJ,1.664pJ,1.780uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadDynamicEnergy/SRAM/32KB/32KB.out,24447.693um^2,699.430ps,698.844ps,71.254GB/s,28.855GB/s,3.414pJ,2.009pJ,3.374uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadDynamicEnergy/SRAM/64KB/64KB.out,48895.387um^2,703.001ps,700.629ps,71.254GB/s,28.855GB/s,4.751pJ,3.346pJ,6.748uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadDynamicEnergy/SRAM/128KB/128KB.out,112095.860um^2,1.510ns,1.506ns,45.697GB/s,12.033GB/s,6.748pJ,4.524pJ,15.616uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadDynamicEnergy/SRAM/256KB/256KB.out,188911.152um^2,1.563ns,1.554ns,40.493GB/s,11.647GB/s,9.480pJ,6.722pJ,26.013uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadDynamicEnergy/SRAM/512KB/512KB.out,439635.715um^2,4.485ns,4.471ns,21.183GB/s,3.775GB/s,13.357pJ,8.979pJ,60.222uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadDynamicEnergy/SRAM/1024KB/1024KB.out,741484.223um^2,4.583ns,4.546ns,19.676GB/s,3.728GB/s,18.934pJ,13.471pJ,100.445uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadDynamicEnergy/SRAM/2048KB/2048KB.out,1.741mm^2,15.513ns,15.460ns,8.860GB/s,1.060GB/s,26.666pJ,17.978pJ,236.414uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadDynamicEnergy/SRAM/4096KB/4096KB.out,2.938mm^2,15.769ns,15.620ns,8.499GB/s,1.055GB/s,37.996pJ,27.121pJ,394.579uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadDynamicEnergy/RRAM/16KB/16KB.out,17014.210um^2,1.891ns,20.556ns,7.109GB/s,786.179MB/s,20.666pJ,92.914pJ,19.543uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadDynamicEnergy/RRAM/32KB/32KB.out,18357.733um^2,2.021ns,20.721ns,5.209GB/s,780.510MB/s,21.463pJ,108.384pJ,19.853uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadDynamicEnergy/RRAM/64KB/64KB.out,15382.798um^2,2.262ns,20.959ns,4.847GB/s,771.078MB/s,23.346pJ,110.105pJ,20.222uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadDynamicEnergy/RRAM/128KB/128KB.out,30765.595um^2,2.275ns,20.966ns,4.847GB/s,771.078MB/s,25.941pJ,112.700pJ,40.443uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadDynamicEnergy/RRAM/256KB/256KB.out,42492.439um^2,2.163ns,20.753ns,7.585GB/s,778.049MB/s,30.056pJ,93.719pJ,79.921uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadDynamicEnergy/RRAM/512KB/512KB.out,84984.878um^2,2.176ns,20.759ns,7.585GB/s,778.049MB/s,32.685pJ,96.348pJ,159.843uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadDynamicEnergy/RRAM/1024KB/1024KB.out,106947.124um^2,2.468ns,21.065ns,5.847GB/s,766.916MB/s,37.234pJ,108.433pJ,163.993uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadDynamicEnergy/RRAM/2048KB/2048KB.out,213894.248um^2,2.549ns,21.106ns,5.847GB/s,766.916MB/s,43.848pJ,115.047pJ,327.985uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadDynamicEnergy/RRAM/4096KB/4096KB.out,437278.285um^2,2.392ns,20.837ns,7.384GB/s,778.058MB/s,53.502pJ,115.833pJ,675.044uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadDynamicEnergy/PCRAM/16KB/16KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadDynamicEnergy/PCRAM/32KB/32KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadDynamicEnergy/PCRAM/64KB/64KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadDynamicEnergy/PCRAM/128KB/128KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadDynamicEnergy/PCRAM/256KB/256KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadDynamicEnergy/PCRAM/512KB/512KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadDynamicEnergy/PCRAM/1024KB/1024KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadDynamicEnergy/PCRAM/2048KB/2048KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadDynamicEnergy/PCRAM/4096KB/4096KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteDynamicEnergy/STTRAM/16KB/16KB.out,37254.377um^2,1.964ns,10.497ns,9.457GB/s,1.555GB/s,166.430pJ,129.617pJ,153.995uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteDynamicEnergy/STTRAM/32KB/32KB.out,67011.288um^2,2.342ns,10.867ns,9.405GB/s,1.503GB/s,321.497pJ,130.338pJ,307.650uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteDynamicEnergy/STTRAM/64KB/64KB.out,25040.568um^2,2.317ns,10.840ns,9.395GB/s,1.504GB/s,33.459pJ,130.979pJ,39.267uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteDynamicEnergy/STTRAM/128KB/128KB.out,41078.347um^2,2.333ns,10.845ns,8.269GB/s,1.504GB/s,33.895pJ,132.118pJ,39.951uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteDynamicEnergy/STTRAM/256KB/256KB.out,79979.024um^2,3.688ns,12.194ns,9.293GB/s,1.337GB/s,36.603pJ,133.347pJ,78.848uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteDynamicEnergy/STTRAM/512KB/512KB.out,139569.408um^2,3.708ns,12.201ns,8.190GB/s,1.337GB/s,37.887pJ,135.310pJ,80.222uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteDynamicEnergy/STTRAM/1024KB/1024KB.out,255340.325um^2,8.897ns,17.359ns,8.042GB/s,936.655MB/s,42.086pJ,137.910pJ,80.819uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteDynamicEnergy/STTRAM/2048KB/2048KB.out,510680.650um^2,8.922ns,17.371ns,8.042GB/s,936.655MB/s,45.777pJ,141.601pJ,161.639uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteDynamicEnergy/STTRAM/4096KB/4096KB.out,979533.339um^2,29.143ns,37.530ns,7.771GB/s,430.690MB/s,54.309pJ,146.934pJ,165.421uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteDynamicEnergy/SRAM/16KB/16KB.out,10965.937um^2,598.745ps,598.745ps,29.041GB/s,38.907GB/s,3.438pJ,0.739pJ,1.523uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteDynamicEnergy/SRAM/32KB/32KB.out,21234.090um^2,747.492ps,747.492ps,15.194GB/s,29.071GB/s,5.659pJ,1.031pJ,2.998uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteDynamicEnergy/SRAM/64KB/64KB.out,41090.063um^2,1.044ns,1.044ns,13.779GB/s,19.163GB/s,11.165pJ,1.376pJ,5.634uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteDynamicEnergy/SRAM/128KB/128KB.out,81101.086um^2,1.372ns,1.372ns,7.036GB/s,14.180GB/s,20.022pJ,1.964pJ,11.184uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteDynamicEnergy/SRAM/256KB/256KB.out,157179.369um^2,2.385ns,2.385ns,6.117GB/s,7.553GB/s,39.812pJ,2.634pJ,20.999uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteDynamicEnergy/SRAM/512KB/512KB.out,311000.310um^2,3.086ns,3.086ns,3.026GB/s,5.744GB/s,75.156pJ,3.797pJ,41.791uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteDynamicEnergy/SRAM/1024KB/1024KB.out,611744.682um^2,6.678ns,6.678ns,2.525GB/s,2.527GB/s,149.952pJ,5.070pJ,80.828uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteDynamicEnergy/SRAM/2048KB/2048KB.out,1.217mm^2,8.417ns,8.417ns,1.186GB/s,2.000GB/s,291.203pJ,7.393pJ,161.273uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteDynamicEnergy/SRAM/4096KB/4096KB.out,2.412mm^2,21.537ns,21.537ns,956.967MB/s,760.779MB/s,581.930pJ,9.940pJ,317.066uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteDynamicEnergy/RRAM/16KB/16KB.out,16364.752um^2,1.888ns,20.360ns,10.069GB/s,791.120MB/s,25.513pJ,82.643pJ,38.953uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteDynamicEnergy/RRAM/32KB/32KB.out,32729.504um^2,1.890ns,20.361ns,10.069GB/s,791.120MB/s,26.535pJ,83.664pJ,77.907uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteDynamicEnergy/RRAM/64KB/64KB.out,34174.678um^2,1.917ns,20.431ns,9.666GB/s,788.535MB/s,27.111pJ,85.161pJ,78.349uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteDynamicEnergy/RRAM/128KB/128KB.out,68349.356um^2,1.926ns,20.436ns,9.666GB/s,788.535MB/s,29.237pJ,87.286pJ,156.698uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteDynamicEnergy/RRAM/256KB/256KB.out,73623.947um^2,1.998ns,20.560ns,8.840GB/s,783.807MB/s,30.371pJ,90.266pJ,157.745uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteDynamicEnergy/RRAM/512KB/512KB.out,147247.894um^2,2.038ns,20.580ns,8.840GB/s,783.807MB/s,34.966pJ,94.861pJ,315.490uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteDynamicEnergy/RRAM/1024KB/1024KB.out,174730.013um^2,2.129ns,20.591ns,8.530GB/s,783.817MB/s,41.814pJ,100.316pJ,329.147uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteDynamicEnergy/RRAM/2048KB/2048KB.out,349460.026um^2,2.185ns,20.619ns,8.530GB/s,783.817MB/s,47.361pJ,105.863pJ,658.294uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteDynamicEnergy/RRAM/4096KB/4096KB.out,437278.285um^2,2.392ns,20.837ns,7.384GB/s,778.058MB/s,53.502pJ,115.833pJ,675.044uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteDynamicEnergy/PCRAM/16KB/16KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteDynamicEnergy/PCRAM/32KB/32KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteDynamicEnergy/PCRAM/64KB/64KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteDynamicEnergy/PCRAM/128KB/128KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteDynamicEnergy/PCRAM/256KB/256KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteDynamicEnergy/PCRAM/512KB/512KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteDynamicEnergy/PCRAM/1024KB/1024KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteDynamicEnergy/PCRAM/2048KB/2048KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/WriteDynamicEnergy/PCRAM/4096KB/4096KB.out,,,,,,,,
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadEDP/STTRAM/16KB/16KB.out,9900.584um^2,1.842ns,10.367ns,8.331GB/s,1.572GB/s,31.166pJ,130.006pJ,19.746uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadEDP/STTRAM/32KB/32KB.out,14779.559um^2,1.903ns,10.426ns,6.601GB/s,1.566GB/s,31.204pJ,131.473pJ,20.267uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadEDP/STTRAM/64KB/64KB.out,23028.188um^2,2.015ns,10.508ns,6.588GB/s,1.554GB/s,31.798pJ,131.836pJ,20.615uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadEDP/STTRAM/128KB/128KB.out,46056.376um^2,2.024ns,10.512ns,6.588GB/s,1.554GB/s,33.936pJ,133.975pJ,41.230uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadEDP/STTRAM/256KB/256KB.out,81026.272um^2,2.192ns,10.744ns,4.466GB/s,1.523GB/s,35.815pJ,138.557pJ,43.951uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadEDP/STTRAM/512KB/512KB.out,168211.792um^2,2.086ns,10.573ns,6.567GB/s,1.549GB/s,42.790pJ,142.348pJ,88.247uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadEDP/STTRAM/1024KB/1024KB.out,336423.584um^2,2.192ns,10.627ns,6.567GB/s,1.549GB/s,50.324pJ,149.882pJ,176.494uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadEDP/STTRAM/2048KB/2048KB.out,639414.599um^2,2.318ns,10.681ns,6.524GB/s,1.549GB/s,61.277pJ,159.874pJ,200.404uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadEDP/STTRAM/4096KB/4096KB.out,1.279mm^2,2.702ns,10.873ns,6.524GB/s,1.549GB/s,75.794pJ,174.392pJ,400.809uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadEDP/SRAM/16KB/16KB.out,20577.680um^2,131.622ps,125.022ps,265.840GB/s,279.975GB/s,6.646pJ,6.216pJ,2.530uW
/Users/sudo/CodeProjects/Tufts/EECE0193/Final_Project/EXPERIMENTS/Input/NVSim/iso_capacity/ReadEDP/SRAM/32KB/32KB.out,60621.277um^2,139.771ps,125.681ps,210.547GB/s,178.478GB/s,10.124pJ,9.636pJ,8.362uW
